Model,Scenario,Region,Country code,Variable,Unit,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD ENV-Growth 2023,SSP2,Bolivia,BOL,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,7727.7,8438.57,8887.34,9713.02,11045.9,12843,15127.2,17914.3,21212.4,25018.1,29288.6,34033.1,39309.9,45153.2,51581.5,58567.1,66112.5
OECD ENV-Growth 2023,SSP2,Brazil,BRA,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,13811.4,15672.9,16679.3,18683.1,21440.8,24923.5,29073.1,33843.9,39174.6,45138.2,51624.8,58676.4,66213.5,74225.3,82703.1,91623.3,100956
OECD ENV-Growth 2023,SSP2,Barbados,BRB,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,13828.8,16787.8,18477.7,20456.5,22937.3,25871.4,29242.9,32984.4,37110.7,41650,46503.2,51671.4,57142.9,62962.9,69126.2,75664.6,82613.4
OECD ENV-Growth 2023,SSP2,Brunei Darussalam,BRN,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,61858.3,60312.9,67509.1,73422.1,76903.2,78935.9,80313.7,81592.4,83043.1,84864.8,86518.6,88257.3,90069,92080.1,94415.9,97121.8,100225
OECD ENV-Growth 2023,SSP2,Bhutan,BTN,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,10910.1,12103.4,14220.3,16272.1,18358.6,20659,23262.4,26285.2,29754.6,33719.6,37995.5,42548.5,47329.7,52254,57392,62771.7,68422
OECD ENV-Growth 2023,SSP2,Botswana,BWA,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,13668.3,16845.8,19143.3,21590.4,23881.2,26194.5,28750.5,31677.1,34954.9,38512.6,42308.4,46397.9,50897.7,55821.3,61248.5,67108,73443.9
OECD ENV-Growth 2023,SSP2,Central African Republic,CAF,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,858.802,808.47,865.73,1027.13,1246.93,1548.65,1947.82,2463.6,3118.81,3943.75,4961.59,6215.25,7743.76,9589.12,11817,14487.6,17642.1
OECD ENV-Growth 2023,SSP2,Canada,CAN,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,43696.3,48197.3,52413.8,57175.6,62488.1,67962.3,73236.9,78529.1,83806.2,89238.7,94658.2,99940.8,105109,110258,115454,120684,125851
OECD ENV-Growth 2023,SSP2,Switzerland,CHE,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,66108.7,71760.9,74366.3,77116.2,79464.5,81577.8,83490.4,85567.9,88035,90987.7,94090.9,97154,100064,102815,105462,108042,110540
OECD ENV-Growth 2023,SSP2,Chile,CHL,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,21366.2,25007.7,26425,28810.9,31677.2,35005.8,38682.1,42603.9,46767.1,51358.7,56338.5,61538,66838.8,72187.6,77533.1,82795.9,87874.2
OECD ENV-Growth 2023,SSP2,China,CHN,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,16514.2,21134.9,25580.8,29849.3,33570.9,37480.3,41639.1,45974.5,50804.7,56040.5,61179.1,66105.2,70992.5,75952,81003.9,86086.5,91139.5
OECD ENV-Growth 2023,SSP2,C?te d'Ivoire,CIV,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,5156.43,6308.74,7715.25,9453.21,11213,13113.1,15239.8,17644.9,20374.9,23451.2,26894.3,30753.9,35022.6,39655.6,44648.1,50011.9,55826.8
OECD ENV-Growth 2023,SSP2,Cameroon,CMR,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,3725.98,4000.11,4520.44,5316.81,6257.44,7384.21,8736.88,10359.6,12312.9,14634.9,17335.1,20489.3,24113.6,28280.7,33001.9,38293.1,44179.4
OECD ENV-Growth 2023,SSP2,Democratic Republic of the Congo,COD,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,1092.81,1263.76,1407.32,1623.88,1949.43,2385.42,2938.96,3626.68,4469.13,5491.43,6710.77,8152.11,9844.05,11822,14147,16860.7,20010.3
OECD ENV-Growth 2023,SSP2,Congo,COG,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,3793.45,3887.24,4229.07,4656.13,5174.58,5832.1,6660.62,7697.78,8971.62,10499.4,12291.4,14398.9,16851.6,19654.2,22810.7,26338.8,30287.4
OECD ENV-Growth 2023,SSP2,Colombia,COL,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,12522.4,15217.8,16992.2,19583,22944,26888.7,31256.7,36005.5,41093.1,46557.1,52363.4,58449.7,64740,71198.8,77813.2,84545.7,91341.7
OECD ENV-Growth 2023,SSP2,Comoros,COM,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,3254.12,3426.48,3874.56,4539.96,5809.39,7647.96,9930.76,12585.9,15588.6,18910.7,22523.1,26407.5,30571.2,34969.1,39608,44488.3,49674
OECD ENV-Growth 2023,SSP2,Cabo Verde,CPV,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,6195.38,8393.88,10149.2,12042.9,13815.1,15552.7,17307.9,19192.5,21261.9,23595.9,26128.2,28821.1,31600.7,34481.6,37492.3,40657.8,43976.2
OECD ENV-Growth 2023,SSP2,Costa Rica,CRI,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,18231.6,22507.8,25125.7,28920.1,33179.1,37760.1,42480.6,47368.7,52460.6,57730.4,62969.6,68171.7,73275.1,78349.4,83395.3,88397.8,93307
OECD ENV-Growth 2023,SSP2,Cuba,CUB,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,6128.75,7385.69,9256.79,11802.9,15480,20219,25915.9,32455.9,39788.4,47950.8,56766,66191.7,76140.5,86646.7,97684.8,109293,121341
OECD ENV-Growth 2023,SSP2,Cyprus,CYP,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,28547.3,33395.2,37593.7,41773.4,45699.3,49426.1,53022.3,56827.1,61039.4,65730.8,70660.1,75722.7,80925.7,86362.3,92125.1,98252.9,104743
OECD ENV-Growth 2023,SSP2,Czechia,CZE,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,36777.7,39126.1,42977.4,46801.1,50558.6,54073.3,57355.9,60788.3,64402.7,68385.8,72522.6,76547.5,80293.3,83754.1,87017.8,90148.3,93128.9
OECD ENV-Growth 2023,SSP2,Germany,DEU,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,48022.3,51149.5,54225.1,57527.7,61338.8,65355.9,69278.2,73129.6,77006.6,81013.8,85008.4,88945.6,92738.8,96316,99639.2,102715,105577
OECD ENV-Growth 2023,SSP2,Djibouti,DJI,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,4793.83,5693.03,7066.68,9127.4,11078.6,13061,15213.4,17586.7,20217.2,23084.8,26101.1,29280.7,32648,36212.2,40056.3,44198.6,48631.1
OECD ENV-Growth 2023,SSP2,Denmark,DNK,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,51436.4,57792.6,61142,64463.6,67936.2,71709.8,75510.4,79298.6,83070,86930.4,90536.9,93840.3,96930.6,99812,102467,104847,106913
OECD ENV-Growth 2023,SSP2,Dominican Republic,DOM,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,16860.9,21428.5,26137.5,31093.7,35915.2,40843.4,45936.9,51250.7,56815.1,62772,69012.9,75530.7,82266.9,89188,96368.4,103852,111732
OECD ENV-Growth 2023,SSP2,Algeria,DZA,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,10761.5,11625.2,11956.8,12668.7,13449,14453.6,15806.3,17639,20043.1,23072.7,26580.5,30535.3,34942.4,39908.9,45595.8,52113.5,59493.7
OECD ENV-Growth 2023,SSP2,Ecuador,ECU,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,10417.1,11175.2,12168.8,13470.2,15077.2,17002.9,19265,21889.5,24922.2,28397.7,32241,36438.5,40939.9,45752.5,50880.3,56332.3,62083.2
OECD ENV-Growth 2023,SSP2,Egypt,EGY,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,12095.7,13866.2,17028.4,20872.7,25201.2,30065.8,35587.5,41873.1,48906.2,56657.1,64845.3,73510.6,82596.2,92147,102195,112908,124272
OECD ENV-Growth 2023,SSP2,Eritrea,ERI,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,1738.39,1825.76,1993.52,2335.52,2868.23,3620.27,4599.6,5814.3,7272.71,9000.19,11036.1,13449.6,16231.2,19365.2,22862.7,26786.7,31212.2
OECD ENV-Growth 2023,SSP2,Western Sahara,ESH,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,1781.7,1924.7,1987.22,2195.55,2498.51,2901.9,3429.39,4124.32,5038.92,6233.87,7748.11,9645.32,12000.6,14893.1,18417.8,22679.6,27782.4
OECD ENV-Growth 2023,SSP2,Spain,ESP,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,33691.3,39936.3,42572.6,46130.3,50144.8,54270.2,58379.8,62865.8,67733,72803.8,77609.1,82035.6,86035.5,89692.5,93202.3,96699.3,100152
OECD ENV-Growth 2023,SSP2,Estonia,EST,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,33632.8,35591,43253.8,48782.6,53119.9,56293.1,58856.9,61308.8,64023.7,66854.5,69466.2,71738,73643.6,75246.9,76642.5,77878.5,78953.3
OECD ENV-Growth 2023,SSP2,Ethiopia,ETH,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,2316.68,2775.74,3462.46,4314.96,5305.34,6506.4,7942.29,9645.8,11650.1,14040.4,16817.7,20059.5,23752.5,27866,32413.5,37440.9,43013.3
OECD ENV-Growth 2023,SSP2,Finland,FIN,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,44698.9,48005.3,51835.4,55114.5,58464.2,61835.4,65125,68793.1,72798.5,76998.5,81022.2,84814.8,88462.2,92085.3,95723.3,99282.2,102586
OECD ENV-Growth 2023,SSP2,Fiji,FJI,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,10990.5,14157.3,16345.1,18935.2,22069.6,25808.5,30198.3,35282.8,41076.8,47521.9,54619.4,62371.6,70733.9,79746.2,89330.6,99552,110357
OECD ENV-Growth 2023,SSP2,France,FRA,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,41815.3,46425.6,49649.5,52405.9,55136.3,57943.1,60912.4,64107.5,67488.2,70977.3,74414.3,77808.1,81237.3,84778.9,88430.9,92124.2,95782.2
OECD ENV-Growth 2023,SSP2,Micronesia,FSM,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,3024.8,3086.62,3192.48,3583.94,4286.1,5353.98,6886.25,8990.69,11772.6,15345,19819.8,25362.6,32117.6,40155.4,49512.7,60123,72006.9
OECD ENV-Growth 2023,SSP2,Gabon,GAB,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,14054.2,14331.8,15283,17065.3,18840.2,20675.3,22657.1,24886.3,27463.7,30437.6,33732.9,37286.9,41049.2,45029.7,49289,53923,58962.7
OECD ENV-Growth 2023,SSP2,United Kingdom,GBR,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,39953.4,45775.8,49233.1,53156.7,57737.4,62792,67990.7,73495.6,79369.8,85506.4,91482,97161.9,102597,107912,113147,118205,122920
OECD ENV-Growth 2023,SSP2,Georgia,GEO,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,13794.2,20436.7,27826.1,36369.4,44028.6,50559.3,56218.8,61515.4,66769.6,71859.7,76371.3,80353.3,83994.8,87555.9,91206.6,94990.2,98931
OECD ENV-Growth 2023,SSP2,Ghana,GHA,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,5318.26,5648.89,6600.35,7743.56,8980.42,10384.5,12008.2,13936,16192.6,18821.1,21742.3,25010.7,28651.5,32684.3,37118,41958,47218.9
OECD ENV-Growth 2023,SSP2,Guinea,GIN,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,2631.37,3038.46,3600.55,4461.75,5556,6900.62,8508.66,10400.1,12614.4,15199.2,18146.7,21523.8,25304.9,29552.5,34249.2,39430.3,45110.9
OECD ENV-Growth 2023,SSP2,Gambia,GMB,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,2069.24,2421.78,2832.88,3444.65,4109.59,4875.2,5790.27,6885.81,8195.34,9728.6,11497.3,13528.8,15833.2,18407.1,21265.9,24420,27914.4
OECD ENV-Growth 2023,SSP2,Guinea-Bissau,GNB,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,2115.78,2432.13,2808.22,3283.25,3847.79,4545.81,5416.41,6496.68,7816.94,9412.52,11310.4,13549,16145,19109.8,22483.2,26307.8,30647.4
OECD ENV-Growth 2023,SSP2,Equatorial Guinea,GNQ,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,15214.3,11733.6,10198,10871.4,11868.1,13170.2,14802.1,16798.7,19200.9,22002.8,25121.9,28605.9,32518.8,36816.2,41499.7,46570.8,52108.5
OECD ENV-Growth 2023,SSP2,Greece,GRC,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,26018.2,32500.9,36522.4,39954.7,43720.5,47471.3,51144,54979.1,58930.7,62913.5,66668.3,70137.8,73326.1,76334.6,79255.6,82132.6,84933
OECD ENV-Growth 2023,SSP2,Grenada,GRD,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,13225.4,16032.4,18225.9,20884.2,23837.6,26999.4,30467.4,34425.5,39096.4,44525.7,50450,56816.3,63640.5,71003,78951.6,87482.1,96560.6
OECD ENV-Growth 2023,SSP2,Guatemala,GTM,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,8207.59,9487.9,10656.1,12124.6,13935.6,16122,18664.6,21573.8,24820.7,28377.5,32145.5,36170,40427,44896,49614.3,54593,59831.6
OECD ENV-Growth 2023,SSP2,French Guiana,GUF,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,35395.2,49918.6,52234.1,54864.4,57914.1,61452.6,65500.7,70167.1,75483.5,81629.4,88430.7,95858.4,103630,111720,120244,129458,139415
OECD ENV-Growth 2023,SSP2,Guam,GUM,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,21465.1,39021.2,47538.9,55344.1,62770.8,70096.6,77475.7,84856.5,92153.2,99230.7,105967,112529,119193,126083,133322,140923,148899
OECD ENV-Growth 2023,SSP2,Guyana,GUY,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,18555.7,73722.7,150844,229755,305416,356434,369069,352692,324702,296693,273128,254406,239592,227981,218973,212093,206956
OECD ENV-Growth 2023,SSP2,Hong Kong,HKG,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,55736.4,63011.5,70937.4,76297.6,78716.3,79400,78912.7,78135.6,77620.1,77782.8,78261.3,78930.5,79590.6,80352.7,81369.6,82772.5,84628.2
OECD ENV-Growth 2023,SSP2,Honduras,HND,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,5068.19,6045.68,6813.9,7864.51,9278.81,11110.7,13408,16218.2,19591,23602.7,28297.9,33659.3,39607.1,46100.5,53158.2,60788.9,69008.8
OECD ENV-Growth 2023,SSP2,Croatia,HRV,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,26501.1,35610.1,41847.7,46858.9,50818.9,54073.6,56840.1,59347,61802,64326.4,66898.4,69533.5,72212.8,74997.2,77955.2,81165.4,84673
OECD ENV-Growth 2023,SSP2,Haiti,HTI,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,2978.16,2725.06,2865.26,3394.77,4130.28,5119.05,6432.5,8162.43,10411.6,13278.6,16761.8,20946,25890.7,31675.7,38400.5,46136.9,54909
OECD ENV-Growth 2023,SSP2,Hungary,HUN,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,30344.1,36185.2,41931.1,47081.3,51607.7,55603.5,59260.7,62690.9,66065.5,69503.8,72888.7,76092.4,79007.6,81617.4,83972.3,86116.2,88054.9
OECD ENV-Growth 2023,SSP2,Indonesia,IDN,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,11669.4,14269.2,17148.1,19969.8,22945.9,25988.1,29061.8,32318.6,35746.5,39300.5,42974,46759.7,50626.5,54573.2,58578.1,62622.5,66682.9
OECD ENV-Growth 2023,SSP2,India,IND,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,6118.01,8199.96,10460.9,12798.6,15310.9,18049.7,21066.9,24391.3,28026.3,31972.5,36137.2,40557.4,45151,49888.1,54745.5,59726,64844.5
OECD ENV-Growth 2023,SSP2,Ireland,IRL,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,90204.5,114005,125159,135163,147075,161644,177457,192788,207564,221493,233448,243176,251041,257722,263808,269496,274594
OECD ENV-Growth 2023,SSP2,Iran,IRN,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,14482.2,16250.7,17406.5,18918.4,20168.8,21355.1,22584.7,23959.7,25651.9,27684.7,29844.3,32089,34440.4,36920.8,39544.1,42319.9,45254.9
OECD ENV-Growth 2023,SSP2,Iraq,IRQ,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,9356.22,9469.43,9900.9,11731.5,15782.5,20444.6,25287.6,30301.3,35559.5,41142,46961.7,52958.2,59043.9,65253.5,71698.2,78470.3,85639.1
OECD ENV-Growth 2023,SSP2,Iceland,ISL,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,49058.4,58243.9,64720.2,70992.3,77185.6,83014.4,88094.4,92576.1,96691.3,100627,104192,107345,110104,112490,114552,116276,117609
OECD ENV-Growth 2023,SSP2,Israel,ISR,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,40097,46905,52348.7,57549.5,62719.6,67654.7,72039.2,76588.8,81446.9,86543.2,91584.2,96473.7,101182,105807,110460,115187,119966
OECD ENV-Growth 2023,SSP2,Italy,ITA,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,35690.7,41675.2,44356,47652.4,51018.4,54466.8,57891.8,61465.6,65146.3,68929.2,72553.9,75871.6,78896.8,81744.7,84533.3,87303.8,90000.8
OECD ENV-Growth 2023,SSP2,Jamaica,JAM,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,9227.12,10646.5,11398.4,12419.1,13883.8,15815.7,18244.7,21234.3,24865.9,29172.8,34143.1,39788,46052.6,52930.9,60393,68407,76956.2
OECD ENV-Growth 2023,SSP2,Jordan,JOR,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,9278.97,9598.09,10225.1,11118.6,12371.5,13983.2,16001.3,18417.6,21230.7,24359.1,27738.1,31342.8,35231.1,39439.6,43982.4,48828.9,53966.3
OECD ENV-Growth 2023,SSP2,Japan,JPN,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,40727.7,44791,47803.1,51260,54648.9,58312.7,62261.7,66266.2,70265.9,74384,78606,82887.4,87158.6,91398.1,95596.2,99723.3,103714
OECD ENV-Growth 2023,SSP2,Kazakhstan,KAZ,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,25193.8,29412.5,32397.9,35875.4,38979.7,41560.3,43870.8,46466.4,49692.9,53627.4,58014.6,62655,67541.7,72825.9,78618.9,84970.9,91868.3
OECD ENV-Growth 2023,SSP2,Kenya,KEN,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,4544.28,5402.45,6393.99,7518.41,8785.34,10281.6,12037.9,14107.1,16498.9,19286.7,22447.7,26009.4,29945.7,34261.5,38983.8,44197.5,49962.9
OECD ENV-Growth 2023,SSP2,Kyrgyzstan,KGZ,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,4932.4,5726.09,6524.39,7497.81,8542.98,9669.33,10973.2,12532.1,14386.8,16555.9,18995.4,21683.6,24633.7,27889,31520.9,35529,39912.9
OECD ENV-Growth 2023,SSP2,Cambodia,KHM,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,4302.58,5241.91,6780.57,8678.99,10918.4,13633.5,16911.1,20750.8,25390.3,30821.6,36863.2,43484.9,50656.1,58382.3,66674,75580.4,85127.9
OECD ENV-Growth 2023,SSP2,Kiribati,KIR,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,1719.84,1858.61,1991.65,2434.07,3102.25,4034.85,5328.32,7148.71,9746.95,13379.3,18261.2,24599.6,32582.8,42516,54828.7,69872.8,87869.3
OECD ENV-Growth 2023,SSP2,South Korea,KOR,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,41367.6,47196.2,52374.1,56609.6,60317.3,63827.4,67154,70563.4,74093.9,77807.9,81362.8,84628,87567.6,90207.1,92689.1,95098.6,97281.5
OECD ENV-Growth 2023,SSP2,Kuwait,KWT,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,42861.5,47721,51548.2,56249,61185.5,65746,70490.7,75526.4,80903.5,86211.5,90875.2,95494.4,100101,104901,110155,116021,122541
OECD ENV-Growth 2023,SSP2,Laos,LAO,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,7689.29,8450.92,9977.57,11882.1,13990.3,16426.9,19275.7,22561.3,26310.8,30571.5,35202.2,40238.1,45595.8,51313.8,57403.6,63899.5,70819.7
OECD ENV-Growth 2023,SSP2,Lebanon,LBN,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,12928.2,11753,12588.9,13620.3,15005.1,16811.8,19050,21720.7,24770.9,28166,31819.1,35724.8,39887.9,44393.9,49254.6,54420.2,59895.5
OECD ENV-Growth 2023,SSP2,Liberia,LBR,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,1370.46,1572.95,1925.4,2297.37,2729.38,3265.19,3937.86,4773.47,5805.1,7055.51,8565.24,10378.2,12531,15035.8,17928.9,21241.4,25021.6
OECD ENV-Growth 2023,SSP2,Libya,LBY,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,15794.2,22227.4,23980.2,24407,26589.6,30364.9,35579.3,42132.5,49759.1,58157.5,67030.3,76395.8,86383.3,97108.8,108662,120997,134093
OECD ENV-Growth 2023,SSP2,Saint Lucia,LCA,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,11855.5,16320.1,17384.1,18734.4,20627.1,23042.8,25941.7,29310.2,33197.2,37697.9,42764.7,48370.2,54468.8,61046.8,68108.5,75650.5,83672
OECD ENV-Growth 2023,SSP2,Sri Lanka,LKA,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,13080.2,12304.4,14164.4,16242.1,18446.8,20857.7,23554.6,26626.5,30073.9,33871.6,37976.4,42422.9,47226.1,52391.3,57893.7,63712.3,69854.9
OECD ENV-Growth 2023,SSP2,Lesotho,LSO,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,2375.84,2522.31,2710.97,3125.29,3613.79,4183.23,4859.58,5679.66,6678.23,7896.3,9335.53,11001.7,12900.3,15068.7,17551.1,20389.5,23618.4
OECD ENV-Growth 2023,SSP2,Lithuania,LTU,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,34360.9,40644,48708.6,54320.6,58858.7,62654.3,65609.2,68318.2,71041.9,73768.7,76410.7,78738.5,80739.8,82515.7,84183.2,85797.5,87338.9
OECD ENV-Growth 2023,SSP2,Luxembourg,LUX,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,108051,116047,129086,135305,138481,139018,138574,138202,138343,139362,140651,141968,143198,144448,145871,147542,149398
OECD ENV-Growth 2023,SSP2,Latvia,LVA,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,27637.6,33107.6,38327.1,43043,47161.3,50564.5,53901.5,57176.5,60761.2,64671.4,68695,72663.9,76578.5,80515.9,84571.4,88797.5,93181.7
OECD ENV-Growth 2023,SSP2,Macao,MAC,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,55674.7,118441,139243,159838,178861,195158,207660,217810,226738,235396,241865,246004,247993,248595,248345,247378,245699
OECD ENV-Growth 2023,SSP2,Morocco,MAR,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,7703.07,8761.95,9950.02,11465.8,13208.8,15259.5,17726.3,20699.2,24267,28438.1,33109.9,38330.4,44187.6,50665,57829,65731.4,74437.7
OECD ENV-Growth 2023,SSP2,Moldova,MDA,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,10092.6,12363.1,16449.9,20953.5,25098.1,28778.1,32106,35351.4,38697.7,42189.7,45608.6,48859.5,51975,55086.7,58310.4,61704.2,65260.3
OECD ENV-Growth 2023,SSP2,Madagascar,MDG,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,1454.05,1622.33,1840.98,2175.68,2594.72,3127.3,3802.64,4651.81,5708.23,7020.23,8616.49,10541.3,12801.3,15417.3,18431.9,21897.4,25877.8
OECD ENV-Growth 2023,SSP2,Maldives,MDV,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,13512.5,24564.2,29953.9,35122.5,39898,44124.3,47899.4,51583.7,55508,59779.7,63697.2,67354.3,70701.8,73958.7,77242.2,80632.2,84006.3
OECD ENV-Growth 2023,SSP2,Mexico,MEX,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,17701.9,20284.9,22301,24690.1,27408.1,30493.1,33905.1,37554.7,41335.3,45275.7,49364.6,53533.7,57688.1,61786.4,65787.8,69631,73320.5
OECD ENV-Growth 2023,SSP2,North Macedonia,MKD,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,15644.1,18344.9,21676,24742.4,27885.9,31231.9,34801.9,38635.5,42708.4,47502.1,53203.5,59542.9,66287.7,73290.9,80517,87963.7,95691.5
OECD ENV-Growth 2023,SSP2,Mali,MLI,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,2158.09,2280.42,2573.93,3089.07,3743.13,4571.66,5602.82,6851.3,8342.49,10091.3,12124.4,14479.4,17163.8,20236.5,23732.1,27721.9,32182.7
OECD ENV-Growth 2023,SSP2,Malta,MLT,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,42841.5,56196.6,66477.9,76408.8,84333.1,90740.8,95727.6,100135,104566,108968,113645,118338,122988,127605,132358,137462,143025
OECD ENV-Growth 2023,SSP2,Myanmar,MMR,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,4965.99,4345.34,4960.37,5795.82,6764.41,7896.53,9229.9,10814.6,12676.7,14852.5,17350.1,20128.7,23165.1,26475.1,30069.5,33987.9,38240.4
OECD ENV-Growth 2023,SSP2,Montenegro,MNE,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,18032.7,23496.8,27447.1,31070.6,34047.6,36566.7,38847,41109.1,43444.7,45918.3,48464.8,51054.8,53717.3,56472.2,59395.6,62522.9,65875
OECD ENV-Growth 2023,SSP2,Mongolia,MNG,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,11766.2,13347,15128,17287.5,19470.2,21732.7,24235.9,27204.6,30794.5,35009.7,39683.2,44725.7,50121.5,55877.2,62085.5,68812.2,76162.2
OECD ENV-Growth 2023,SSP2,Mozambique,MOZ,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,1251.81,1379.35,1983.14,2791.88,3677.09,4703.06,5917.84,7360.72,9080.13,11131.7,13536.3,16365.7,19634.7,23403.1,27671,32460.4,37785.1
OECD ENV-Growth 2023,SSP2,Mauritania,MRT,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,5390.73,6140.06,6847.66,7948.05,9119.77,10455,12020.1,13848.9,15979.5,18437.2,21182.1,24293,27788.5,31631.2,35817.4,40352.7,45281.3
OECD ENV-Growth 2023,SSP2,Mauritius,MUS,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,19737,24996,29497.2,34281.3,39334.9,44730.5,50400.4,56399.4,62488.9,68504.4,74547,80595,86645.9,92619.1,98522.4,104384,110269
OECD ENV-Growth 2023,SSP2,Malawi,MWI,GDP|PPP [per capita],USD_2017/yr,,,,,,,,,1511.24,1528.33,1694.62,1967.08,2403.14,2989.4,3730.5,4636.11,5725.13,7029.28,8569.84,10398.6,12540.5,15039.1,17901.9,21145.4,24790.8
