Model,Scenario,version,Region,Country code,Unit,Variable,Type,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD ENV-Growth 2025,SSP3,1,Puerto Rico,PRI,USD_2017/yr,GDP|PPP [per capita],ANNUAL,34623.65875,37714.35805,40229.39299,42141.50667,43895.24923,45469.01774,46999.61493,48329.16869,49438.252,50211.75062,50633.8268,50756.46441,50713.30226,50568.57053,50348.04089,50067.33855
OECD ENV-Growth 2025,SSP3,1,Qatar,QAT,USD_2010/yr,GDP|PPP [per capita],ANNUAL,125125.3801,140379.4467,146611.4646,147041.1583,144965.0486,143117.8814,141820.2188,141625.3432,142943.672,143825.1857,144074.6614,144131.8242,143959.5911,143500.6064,142836.4275,142140.5718
OECD ENV-Growth 2025,SSP3,1,Qatar,QAT,USD_2015/yr,GDP|PPP [per capita],ANNUAL,88043.15953,98776.52326,103161.6172,103463.9667,102003.1339,100703.3941,99790.30743,99653.18524,100580.8135,101201.0813,101376.6223,101416.8443,101295.6543,100972.6945,100505.352,100015.7205
OECD ENV-Growth 2025,SSP3,1,Qatar,QAT,USD_2017/yr,GDP|PPP [per capita],ANNUAL,90873.31815,101951.7072,106477.7606,106789.8291,105282.0376,103940.5176,102998.0796,102856.5496,103813.9966,104454.203,104635.3868,104676.9017,104551.8161,104218.4747,103736.1094,103230.7386
OECD ENV-Growth 2025,SSP3,1,Romania,ROU,USD_2010/yr,GDP|PPP [per capita],ANNUAL,30177.31086,34970.43532,38832.65504,41399.54285,42839.26282,43706.8358,44376.92183,44946.59363,45425.16627,45667.33775,45714.145,45590.65238,45375.32803,45133.51927,44909.18028,44690.81957
OECD ENV-Growth 2025,SSP3,1,Romania,ROU,USD_2015/yr,GDP|PPP [per capita],ANNUAL,32073.20772,37167.46139,41272.32599,44000.47916,45530.64988,46452.72834,47164.91269,47770.37426,48279.01333,48536.3993,48586.14723,48454.89615,48226.04399,47969.04354,47730.6104,47498.53113
OECD ENV-Growth 2025,SSP3,1,Romania,ROU,USD_2017/yr,GDP|PPP [per capita],ANNUAL,35497.03914,41135.107,45678.16801,48697.55293,50391.07016,51411.58097,52199.79136,52869.88627,53432.82283,53717.68488,53772.74342,53627.48122,53374.19898,53089.7636,52825.8776,52569.02375
OECD ENV-Growth 2025,SSP3,1,Russian Federation,RUS,USD_2010/yr,GDP|PPP [per capita],ANNUAL,26251.75698,28694.2471,31706.1852,34282.99035,36275.29925,37810.53659,39367.37585,41137.81603,42947.63887,44630.9882,46101.62499,47437.97394,48697.50443,50099.12135,51605.9274,53089.8516
OECD ENV-Growth 2025,SSP3,1,Russian Federation,RUS,USD_2015/yr,GDP|PPP [per capita],ANNUAL,27031.59292,29546.63976,32648.05064,35301.40248,37352.89501,38933.73818,40536.82498,42359.85793,44223.44345,45956.79844,47471.12204,48847.16863,50144.11479,51587.36821,53138.93552,54666.94124
OECD ENV-Growth 2025,SSP3,1,Russian Federation,RUS,USD_2017/yr,GDP|PPP [per capita],ANNUAL,28625.18563,31288.50195,34572.75021,37382.52503,39554.95914,41228.99771,42926.59124,44857.0974,46830.54683,48666.08824,50269.68571,51726.85434,53100.25933,54628.59683,56271.63363,57889.71983
OECD ENV-Growth 2025,SSP3,1,Rwanda,RWA,USD_2010/yr,GDP|PPP [per capita],ANNUAL,2434.192751,3071.478026,3675.220111,4187.240538,4635.024503,5056.085039,5474.077479,5877.897309,6282.985823,6680.957391,7096.114099,7509.542176,7894.739775,8239.645675,8551.33858,8851.545058
OECD ENV-Growth 2025,SSP3,1,Rwanda,RWA,USD_2015/yr,GDP|PPP [per capita],ANNUAL,2596.409756,3276.164349,3920.140402,4466.282375,4943.907105,5393.02753,5838.875399,6269.606179,6701.690192,7126.182977,7569.006137,8009.985469,8420.853016,8788.743785,9121.208212,9441.420746
OECD ENV-Growth 2025,SSP3,1,Rwanda,RWA,USD_2017/yr,GDP|PPP [per capita],ANNUAL,2717.931177,3429.500757,4103.617232,4675.320636,5175.29994,5645.440835,6112.156006,6563.046554,7015.35367,7459.714261,7923.263156,8384.881925,8814.979567,9200.088962,9548.113934,9883.313579
OECD ENV-Growth 2025,SSP3,1,Saint Lucia,LCA,USD_2010/yr,GDP|PPP [per capita],ANNUAL,14461.40056,15317.62518,16132.31248,16927.76367,17591.3215,18193.55073,18743.75082,19232.95158,19712.022,20158.35219,20572.80488,20935.15444,21230.63996,21464.50539,21650.57579,21808.68181
OECD ENV-Growth 2025,SSP3,1,Saint Lucia,LCA,USD_2015/yr,GDP|PPP [per capita],ANNUAL,15718.17786,16648.81323,17534.30145,18398.88183,19120.10658,19774.67294,20372.68852,20904.40358,21425.10792,21910.22673,22360.6977,22754.53748,23075.70236,23329.89201,23532.13297,23703.9793
OECD ENV-Growth 2025,SSP3,1,Saint Lucia,LCA,USD_2017/yr,GDP|PPP [per capita],ANNUAL,16319.45174,17285.68708,18205.04825,19102.70178,19851.51583,20531.12158,21152.0133,21704.06827,22244.69133,22748.36758,23216.0706,23624.97609,23958.42663,24222.3399,24432.31727,24610.7373
OECD ENV-Growth 2025,SSP3,1,Saint Vincent and the Grenadines,VCT,USD_2010/yr,GDP|PPP [per capita],ANNUAL,15862.98173,17944.32965,19692.87977,20982.72277,21872.03959,22706.56348,23601.78243,24489.8931,25290.6682,25980.92685,26576.90371,27082.90598,27531.49563,27930.20148,28270.63554,28555.46399
OECD ENV-Growth 2025,SSP3,1,Saint Vincent and the Grenadines,VCT,USD_2015/yr,GDP|PPP [per capita],ANNUAL,16896.83448,19113.832,20976.34199,22350.24912,23297.5262,24186.43929,25140.00317,26085.9955,26938.96025,27674.20577,28309.02478,28848.00519,29325.8312,29750.52226,30113.14376,30416.53559
OECD ENV-Growth 2025,SSP3,1,Saint Vincent and the Grenadines,VCT,USD_2017/yr,GDP|PPP [per capita],ANNUAL,17304.42285,19574.89918,21482.33696,22889.38571,23859.51318,24769.86877,25746.4347,26715.24642,27588.78653,28341.76776,28991.89999,29543.88179,30033.23399,30468.16953,30839.53824,31150.24855
OECD ENV-Growth 2025,SSP3,1,Samoa,WSM,USD_2010/yr,GDP|PPP [per capita],ANNUAL,4561.574946,4787.816647,5163.689083,5559.742309,5936.365017,6375.38928,6921.925499,7556.42181,8285.358276,9108.888911,10031.03232,11044.00058,12143.69503,13331.68562,14613.76235,16015.06977
OECD ENV-Growth 2025,SSP3,1,Samoa,WSM,USD_2015/yr,GDP|PPP [per capita],ANNUAL,4968.841345,5215.28235,5624.713418,6056.127056,6466.375381,6944.596595,7539.928645,8231.074036,9025.091386,9922.148459,10926.62265,12030.03071,13227.90805,14521.96478,15918.50784,17444.92675
OECD ENV-Growth 2025,SSP3,1,Samoa,WSM,USD_2017/yr,GDP|PPP [per capita],ANNUAL,5114.612928,5368.283806,5789.72641,6233.796489,6656.080326,7148.331182,7761.12857,8472.550189,9289.861735,10213.23589,11247.17848,12382.95738,13615.97701,14947.99766,16385.5113,17956.71097
OECD ENV-Growth 2025,SSP3,1,Sao Tome and Principe,STP,USD_2010/yr,GDP|PPP [per capita],ANNUAL,3330.646061,3607.670976,3944.245615,4294.392888,4675.177969,5106.502658,5599.518506,6134.514826,6716.900012,7341.44048,8017.462711,8720.20966,9430.732036,10158.30636,10916.84077,11718.03959
OECD ENV-Growth 2025,SSP3,1,Sao Tome and Principe,STP,USD_2015/yr,GDP|PPP [per capita],ANNUAL,3432.280917,3717.759263,4064.604497,4425.436535,4817.841294,5262.327881,5770.388136,6321.7099,6921.866604,7565.46496,8262.116048,8986.30736,9718.511368,10468.28767,11249.96879,12075.61624
OECD ENV-Growth 2025,SSP3,1,Sao Tome and Principe,STP,USD_2017/yr,GDP|PPP [per capita],ANNUAL,3494.407997,3785.053734,4138.177149,4505.54054,4905.048145,5357.580301,5874.83686,6436.137997,7047.158026,7702.406037,8411.667077,9148.966842,9894.424338,10657.7722,11453.60239,12294.19473
OECD ENV-Growth 2025,SSP3,1,Saudi Arabia,SAU,USD_2010/yr,GDP|PPP [per capita],ANNUAL,58116.78809,67125.58549,73314.66171,77218.09764,79660.83871,81232.80789,82230.66525,82499.37077,82352.11231,81847.75074,81080.26399,80194.30907,79201.7695,78092.05216,76900.56285,75614.09951
OECD ENV-Growth 2025,SSP3,1,Saudi Arabia,SAU,USD_2015/yr,GDP|PPP [per capita],ANNUAL,49511.81509,57186.73874,62459.43889,65784.91857,67865.97894,69205.19691,70055.30806,70284.22811,70158.77324,69729.0892,69075.23919,68320.46183,67474.8811,66529.47236,65514.39909,64418.41397
OECD ENV-Growth 2025,SSP3,1,Saudi Arabia,SAU,USD_2017/yr,GDP|PPP [per capita],ANNUAL,49880.43148,57612.49508,62924.45058,66274.68852,68371.24242,69720.4309,70576.87113,70807.4955,70681.10662,70248.22357,69589.50564,68829.10895,67977.23285,67024.78552,66002.15501,64898.01026
OECD ENV-Growth 2025,SSP3,1,Senegal,SEN,USD_2010/yr,GDP|PPP [per capita],ANNUAL,3971.709699,4587.050797,5372.129622,5990.234949,6530.874013,7079.474427,7674.474973,8305.202068,8977.372486,9664.553832,10400.52027,11202.6256,12072.9626,12986.57333,13922.20245,14880.15415
OECD ENV-Growth 2025,SSP3,1,Senegal,SEN,USD_2015/yr,GDP|PPP [per capita],ANNUAL,4194.112814,4843.911057,5672.951799,6325.669059,6896.582192,7475.902485,8104.221169,8770.266976,9480.076801,10205.73812,10982.91634,11829.93701,12749.01012,13713.78014,14701.80152,15713.39547
OECD ENV-Growth 2025,SSP3,1,Senegal,SEN,USD_2017/yr,GDP|PPP [per capita],ANNUAL,4187.199747,4835.926941,5663.601194,6315.242593,6885.214703,7463.580114,8090.863154,8755.811132,9464.450992,10188.91622,10964.81343,11810.43798,12727.9962,13691.17601,14677.56885,15687.49541
OECD ENV-Growth 2025,SSP3,1,Serbia,SRB,USD_2010/yr,GDP|PPP [per capita],ANNUAL,19176.37558,23647.23856,27398.60722,30165.50622,32328.58872,34227.46668,35962.28958,37523.618,38950.49277,40211.68951,41332.31169,42348.26407,43257.62077,44085.76406,44854.20244,45595.95979
OECD ENV-Growth 2025,SSP3,1,Serbia,SRB,USD_2015/yr,GDP|PPP [per capita],ANNUAL,20369.79834,25118.90106,29103.73244,32042.82665,34340.52645,36357.57921,38200.36709,39858.86324,41374.53816,42714.22422,43904.58721,44983.76639,45949.71601,46829.39797,47645.65936,48433.57923
OECD ENV-Growth 2025,SSP3,1,Serbia,SRB,USD_2017/yr,GDP|PPP [per capita],ANNUAL,21264.03611,26221.62529,30381.39148,33449.51245,35848.08168,37953.68341,39877.37001,41608.67444,43190.88775,44589.38627,45832.00641,46958.56174,47966.91672,48885.21688,49737.31229,50559.82199
OECD ENV-Growth 2025,SSP3,1,Seychelles,SYC,USD_2010/yr,GDP|PPP [per capita],ANNUAL,32157.61664,37127.9934,41294.44664,44404.66142,46972.85763,49343.33368,51520.92577,53343.61234,54971.03593,56373.90269,57591.27865,58658.26106,59605.17044,60443.78042,61216.00522,61908.16625
OECD ENV-Growth 2025,SSP3,1,Seychelles,SYC,USD_2015/yr,GDP|PPP [per capita],ANNUAL,33020.9036,38124.71256,42403.01628,45596.7263,48233.867,50667.97964,52904.03025,54775.64774,56446.76031,57887.28772,59137.34473,60232.97081,61205.30043,62066.4233,62859.37886,63570.12128
OECD ENV-Growth 2025,SSP3,1,Seychelles,SYC,USD_2017/yr,GDP|PPP [per capita],ANNUAL,33744.5556,38960.21436,43332.27696,46595.97703,49290.91058,51778.36671,54063.4203,55976.05422,57683.78917,59155.88568,60433.33765,61552.97434,62546.61254,63426.60689,64236.94004,64963.25836
OECD ENV-Growth 2025,SSP3,1,Sierra Leone,SLE,USD_2010/yr,GDP|PPP [per capita],ANNUAL,1423.26104,1606.184416,1855.51173,2148.81002,2458.366517,2775.566418,3095.187311,3406.352431,3710.50546,4006.956169,4297.818444,4565.545322,4801.925991,5009.9758,5199.055855,5378.47999
OECD ENV-Growth 2025,SSP3,1,Sierra Leone,SLE,USD_2015/yr,GDP|PPP [per capita],ANNUAL,1825.608126,2060.242808,2380.05341,2756.265311,3153.331513,3560.201863,3970.177604,4369.307177,4759.442385,5139.697874,5512.785113,5856.196723,6159.400743,6426.264946,6668.796762,6898.942989
OECD ENV-Growth 2025,SSP3,1,Sierra Leone,SLE,USD_2017/yr,GDP|PPP [per capita],ANNUAL,1764.540894,1991.326964,2300.43979,2664.067271,3047.85147,3441.111863,3837.373773,4223.152321,4600.23737,4967.77318,5328.38052,5660.304891,5953.366631,6211.304132,6445.723175,6668.170929
OECD ENV-Growth 2025,SSP3,1,Singapore,SGP,USD_2010/yr,GDP|PPP [per capita],ANNUAL,101705.0983,113118.3033,122450.4236,127973.9319,131102.5946,132363.2922,133453.4732,134223.2107,134975.8124,135404.3496,135366.6599,134861.5033,133954.5578,132778.7274,131485.8112,130197.8203
OECD ENV-Growth 2025,SSP3,1,Singapore,SGP,USD_2015/yr,GDP|PPP [per capita],ANNUAL,102712.1776,114238.3956,123662.9222,129241.124,132400.7666,133673.9475,134774.9235,135552.2829,136312.3368,136745.1174,136707.0544,136196.8958,135280.9698,134093.4963,132787.7778,131487.0332
OECD ENV-Growth 2025,SSP3,1,Singapore,SGP,USD_2017/yr,GDP|PPP [per capita],ANNUAL,105442.2894,117274.8767,126949.9092,132676.3808,135920.0075,137227.0298,138357.27,139155.2917,139935.5481,140379.832,140340.7573,139817.0386,138876.7671,137657.7303,136317.3055,134981.9868
OECD ENV-Growth 2025,SSP3,1,Slovakia,SVK,USD_2010/yr,GDP|PPP [per capita],ANNUAL,34196.49345,38057.60324,41374.96196,44116.63296,46041.20809,47564.96118,48795.19667,49727.44618,50490.34535,51066.39954,51343.97241,51287.62513,50935.64733,50383.15364,49707.63397,48934.13588
OECD ENV-Growth 2025,SSP3,1,Slovakia,SVK,USD_2015/yr,GDP|PPP [per capita],ANNUAL,36000.13342,40064.89133,43557.2189,46443.49499,48469.5788,50073.69983,51368.82215,52350.24168,53153.37876,53759.81603,54052.02904,53992.70981,53622.16749,53040.5334,52329.38451,51515.08949
OECD ENV-Growth 2025,SSP3,1,Slovakia,SVK,USD_2017/yr,GDP|PPP [per capita],ANNUAL,34504.23674,38400.09367,41747.30618,44513.6502,46455.54509,47993.01084,49234.31754,50174.95662,50944.72132,51525.95957,51806.03039,51749.17604,51394.03069,50836.56496,50154.96611,49374.50711
OECD ENV-Growth 2025,SSP3,1,Slovenia,SVN,USD_2010/yr,GDP|PPP [per capita],ANNUAL,36201.94717,40967.04332,43933.52006,45521.52584,46105.49569,46538.47781,46876.30412,47081.62462,46989.59291,46563.70504,45838.82188,44900.37142,43857.6317,42768.27569,41627.52913,40400.60988
OECD ENV-Growth 2025,SSP3,1,Slovenia,SVN,USD_2015/yr,GDP|PPP [per capita],ANNUAL,40602.85028,45947.2171,49274.31469,51055.36698,51710.32734,52195.94509,52574.83938,52805.11974,52701.90017,52224.23908,51411.23523,50358.70169,49189.20094,47967.41696,46687.99512,45311.92498
OECD ENV-Growth 2025,SSP3,1,Slovenia,SVN,USD_2017/yr,GDP|PPP [per capita],ANNUAL,43390.28562,49101.54976,52657.05667,54560.38037,55260.30456,55779.26057,56184.16641,56430.2558,56319.95009,55809.49697,54940.67942,53815.88816,52566.09975,51260.43881,49893.18309,48422.64405
OECD ENV-Growth 2025,SSP3,1,Solomon Islands,SLB,USD_2010/yr,GDP|PPP [per capita],ANNUAL,1786.438317,1856.376981,2063.967613,2325.635928,2589.647466,2880.747359,3213.043512,3582.503994,3992.520584,4450.825422,4954.597704,5507.421928,6091.773672,6705.528417,7348.574523,8036.334176
OECD ENV-Growth 2025,SSP3,1,Solomon Islands,SLB,USD_2015/yr,GDP|PPP [per capita],ANNUAL,1944.571007,2020.700531,2246.666756,2531.497537,2818.878958,3135.746552,3497.457034,3899.621573,4345.932182,4844.805439,5393.170845,5994.930194,6631.007828,7299.091172,7999.0587,8747.697748
OECD ENV-Growth 2025,SSP3,1,Solomon Islands,SLB,USD_2017/yr,GDP|PPP [per capita],ANNUAL,2001.223648,2079.571109,2312.120578,2605.249546,2901.003465,3227.1026,3599.351063,4013.232162,4472.545472,4985.952776,5550.294122,6169.584975,6824.193934,7511.741049,8232.101254,9002.550963
OECD ENV-Growth 2025,SSP3,1,Somalia,SOM,USD_2017/yr,GDP|PPP [per capita],ANNUAL,1484.397509,1559.311054,1734.019846,1995.804297,2337.903526,2743.3265,3194.318009,3679.86053,4208.779841,4786.282824,5420.042317,6099.18544,6823.144765,7599.174857,8459.154558,9398.673991
OECD ENV-Growth 2025,SSP3,1,South Africa,ZAF,USD_2010/yr,GDP|PPP [per capita],ANNUAL,12960.15318,13507.02318,14718.05824,16380.30244,18352.08432,20512.28891,22801.91125,25147.99403,27504.36657,29872.02651,32252.57743,34669.36775,37097.61084,39534.02091,41963.98806,44395.74159
OECD ENV-Growth 2025,SSP3,1,South Africa,ZAF,USD_2015/yr,GDP|PPP [per capita],ANNUAL,13367.2372,13931.28462,15180.35881,16894.81481,18928.53122,21156.58877,23518.12914,25937.90339,28368.29061,30810.31977,33265.64482,35758.34757,38262.86283,40775.80159,43282.09506,45790.23102
OECD ENV-Growth 2025,SSP3,1,South Africa,ZAF,USD_2017/yr,GDP|PPP [per capita],ANNUAL,13667.87579,14244.60904,15521.77579,17274.79112,19354.24724,21632.41538,24047.06846,26521.26514,29006.31348,31503.2656,34013.81264,36562.57804,39123.42161,41692.87814,44255.53992,46820.08562
OECD ENV-Growth 2025,SSP3,1,South Korea,KOR,USD_2010/yr,GDP|PPP [per capita],ANNUAL,44602.54562,49401.65451,52413.57716,54045.66362,54840.57141,55213.70448,55593.25172,55965.56731,56314.01017,56332.75196,56020.20131,55462.59427,54779.11963,54115.48646,53486.18433,52700.8141
OECD ENV-Growth 2025,SSP3,1,South Korea,KOR,USD_2015/yr,GDP|PPP [per capita],ANNUAL,47184.7082,52261.65054,55447.94158,57174.51397,58015.44113,58410.17588,58811.69615,59205.5661,59574.18126,59594.00807,59263.36301,58673.47458,57950.43174,57248.37904,56582.6449,55751.80745
OECD ENV-Growth 2025,SSP3,1,South Korea,KOR,USD_2017/yr,GDP|PPP [per capita],ANNUAL,48337.90561,53538.92876,56803.09297,58571.8629,59433.34237,59837.72447,60249.05792,60652.55408,61030.17822,61050.4896,60711.76355,60107.45821,59366.74416,58647.53324,57965.52851,57114.38534
OECD ENV-Growth 2025,SSP3,1,South Sudan,SSD,USD_2010/yr,GDP|PPP [per capita],ANNUAL,19794.0123,23389.60759,25684.00519,26755.31949,27842.17961,29638.4001,31898.98947,33949.89993,35678.81061,37376.50843,39435.78807,41802.00204,44145.57098,46173.30856,47879.50332,49555.82648
OECD ENV-Growth 2025,SSP3,1,South Sudan,SSD,USD_2015/yr,GDP|PPP [per capita],ANNUAL,1370.760125,1619.759599,1778.649504,1852.83936,1928.105784,2052.4963,2209.044944,2351.07306,2470.802288,2588.369987,2730.97768,2894.840958,3057.13604,3197.559406,3315.715528,3431.803005
OECD ENV-Growth 2025,SSP3,1,South Sudan,SSD,USD_2017/yr,GDP|PPP [per capita],ANNUAL,578.3871208,683.45152,750.4945228,781.7986557,813.5570423,866.0431568,932.098273,992.0265066,1042.545808,1092.15306,1152.325844,1221.467343,1289.947147,1349.198262,1399.053797,1448.036475
OECD ENV-Growth 2025,SSP3,1,Spain,ESP,USD_2010/yr,GDP|PPP [per capita],ANNUAL,36307.97898,38939.92912,41809.7978,44356.56734,46327.28078,47836.17472,49369.56775,50879.05421,52182.02799,52916.20872,53102.45309,52866.36536,52423.54384,51972.07993,51568.96112,51119.35638
OECD ENV-Growth 2025,SSP3,1,Spain,ESP,USD_2015/yr,GDP|PPP [per capita],ANNUAL,39938.33208,42833.44499,45990.26538,48791.68068,50959.44131,52619.20617,54305.91972,55966.33632,57399.59153,58207.18134,58412.04786,58152.35425,57665.256,57168.65123,56725.22548,56230.66577
OECD ENV-Growth 2025,SSP3,1,Spain,ESP,USD_2017/yr,GDP|PPP [per capita],ANNUAL,42768.90663,45869.2067,49249.76241,52249.72418,54571.12187,56348.52029,58154.77735,59932.8737,61467.70891,62332.53554,62551.92169,62273.82265,61752.20198,61220.40103,60745.54809,60215.93714
OECD ENV-Growth 2025,SSP3,1,Sri Lanka,LKA,USD_2010/yr,GDP|PPP [per capita],ANNUAL,11056.62223,12610.42741,13962.14098,14923.92576,15569.84406,16139.65175,16719.27938,17242.45919,17691.82277,18077.83818,18457.95934,18840.77369,19212.61761,19548.15164,19841.48804,20114.95085
OECD ENV-Growth 2025,SSP3,1,Sri Lanka,LKA,USD_2015/yr,GDP|PPP [per capita],ANNUAL,12093.88538,13793.45884,15271.98172,16323.99514,17030.50945,17653.77293,18287.77761,18860.03887,19351.55893,19773.78789,20189.56965,20608.29724,21015.02524,21382.03697,21702.89235,22002.00974
OECD ENV-Growth 2025,SSP3,1,Sri Lanka,LKA,USD_2017/yr,GDP|PPP [per capita],ANNUAL,12304.42642,14033.58756,15537.84987,16608.17767,17326.99161,17961.10541,18606.1474,19188.37109,19688.44796,20118.02746,20541.04751,20967.06468,21380.87336,21754.27436,22080.71547,22385.04016
OECD ENV-Growth 2025,SSP3,1,Sudan,SDN,USD_2010/yr,GDP|PPP [per capita],ANNUAL,2587.369012,2838.648255,2966.982542,2983.115109,2935.868682,2890.594357,2867.809711,2862.60171,2876.168339,2902.894938,2951.129977,3012.157308,3086.44214,3160.169429,3231.259198,3298.090841
OECD ENV-Growth 2025,SSP3,1,Sudan,SDN,USD_2015/yr,GDP|PPP [per capita],ANNUAL,2856.441187,3133.852091,3275.53244,3293.342705,3241.182909,3191.200302,3166.046178,3160.296574,3175.274058,3204.780076,3258.031295,3325.405133,3407.41518,3488.809703,3567.292417,3641.074184
OECD ENV-Growth 2025,SSP3,1,Sudan,SDN,USD_2017/yr,GDP|PPP [per capita],ANNUAL,3045.249714,3340.997263,3492.042571,3511.030081,3455.422564,3402.136145,3375.319353,3369.189704,3385.157189,3416.613532,3473.384615,3545.21181,3632.642657,3719.417294,3803.087655,3881.746338
OECD ENV-Growth 2025,SSP3,1,Suriname,SUR,USD_2010/yr,GDP|PPP [per capita],ANNUAL,12041.14002,13218.16114,14306.59053,15403.426,16498.94406,17607.45185,18692.20905,19715.59314,20648.48007,21464.62274,22195.76784,22833.26224,23370.72432,23835.43452,24224.83614,24566.21971
OECD ENV-Growth 2025,SSP3,1,Suriname,SUR,USD_2015/yr,GDP|PPP [per capita],ANNUAL,13933.56113,15295.56636,16555.05653,17824.2739,19091.96681,20374.69096,21629.9318,22814.15396,23893.65615,24838.06621,25684.12023,26421.80514,27043.73634,27581.48176,28032.08289,28427.11931
OECD ENV-Growth 2025,SSP3,1,Suriname,SUR,USD_2017/yr,GDP|PPP [per capita],ANNUAL,15639.32687,17168.07066,18581.74935,20006.34606,21429.23168,22868.98868,24277.89784,25607.0941,26818.75044,27878.77648,28828.4056,29656.39891,30354.46779,30958.04475,31463.80908,31907.20641
OECD ENV-Growth 2025,SSP3,1,Sweden,SWE,USD_2010/yr,GDP|PPP [per capita],ANNUAL,49887.03829,55663.31486,59044.72923,60691.39668,61265.36215,61264.54167,61231.18587,61192.36624,61101.92885,60715.59667,60045.80577,59209.66322,58315.75617,57393.47929,56396.58721,55268.60168
OECD ENV-Growth 2025,SSP3,1,Sweden,SWE,USD_2015/yr,GDP|PPP [per capita],ANNUAL,54420.67923,60721.89304,64410.60403,66206.91754,66833.04393,66832.14888,66795.76177,66753.41428,66654.75811,66233.31678,65502.65654,64590.52691,63615.38326,62609.29158,61521.8038,60291.30906
OECD ENV-Growth 2025,SSP3,1,Sweden,SWE,USD_2017/yr,GDP|PPP [per capita],ANNUAL,56438.40878,62973.24969,66798.72525,68661.63983,69310.9808,69310.05257,69272.31635,69228.39877,69126.08477,68689.01786,67931.26728,66985.31905,65974.02047,64930.6264,63802.81836,62526.70115
OECD ENV-Growth 2025,SSP3,1,Switzerland,CHE,USD_2010/yr,GDP|PPP [per capita],ANNUAL,61693.28896,64224.67724,65849.08509,66239.52825,65883.95491,64950.8987,63847.01197,62716.3495,61645.73835,60483.27038,59217.23842,57830.06059,56341.32601,54797.20277,53230.97683,51649.6132
OECD ENV-Growth 2025,SSP3,1,Switzerland,CHE,USD_2015/yr,GDP|PPP [per capita],ANNUAL,71779.47976,74724.72286,76614.70396,77068.98039,76655.27462,75569.67374,74285.31337,72969.79972,71724.15512,70371.63612,68898.62152,67284.65499,65552.52828,63755.95746,61933.67039,60093.77077
OECD ENV-Growth 2025,SSP3,1,Switzerland,CHE,USD_2017/yr,GDP|PPP [per capita],ANNUAL,73952.72859,76987.14406,78934.34763,79402.37807,78976.14664,77857.6773,76534.43068,75179.08756,73895.72891,72502.26004,70984.64735,69321.81517,67537.24531,65686.28018,63808.82019,61913.2144
OECD ENV-Growth 2025,SSP3,1,Taiwan,TWN,USD_2010/yr,GDP|PPP [per capita],ANNUAL,58808.37869,66589.78112,71502.52532,73564.16984,74545.85137,74685.83238,74432.29676,73759.7311,72693.47814,71214.71163,69377.33675,67218.11422,64899.36209,62545.7897,60222.81221,57965.78743
OECD ENV-Growth 2025,SSP3,1,Taiwan,TWN,USD_2015/yr,GDP|PPP [per capita],ANNUAL,63135.66065,71489.64004,76763.87744,78977.22343,80031.13978,80181.42098,79909.22951,79187.17463,78042.46384,76454.88563,74482.31166,72164.20761,69674.83533,67148.08063,64654.17208,62231.06922
OECD ENV-Growth 2025,SSP3,1,Taiwan,TWN,USD_2017/yr,GDP|PPP [per capita],ANNUAL,62054.1194,70264.9915,75448.87893,77624.30934,78660.17165,78807.87847,78540.34975,77830.66398,76705.56259,75145.18029,73206.39736,70928.00344,68481.27519,65997.80488,63546.61807,61165.02401
OECD ENV-Growth 2025,SSP3,1,Tajikistan,TJK,USD_2010/yr,GDP|PPP [per capita],ANNUAL,4485.901699,5080.78577,5679.76701,6195.49183,6627.8776,7071.564863,7551.094472,8055.762448,8575.700145,9099.072854,9616.612047,10128.0521,10632.71388,11150.54547,11672.5307,12196.12878
OECD ENV-Growth 2025,SSP3,1,Tajikistan,TJK,USD_2015/yr,GDP|PPP [per capita],ANNUAL,4629.562694,5243.497926,5861.661539,6393.902445,6840.135369,7298.031716,7792.91826,8313.748227,8850.336928,9390.470647,9924.584032,10452.40295,10973.22652,11507.64167,12046.34347,12586.70978
OECD ENV-Growth 2025,SSP3,1,Tajikistan,TJK,USD_2017/yr,GDP|PPP [per capita],ANNUAL,4611.021775,5222.49826,5838.186192,6368.295529,6812.741336,7268.803856,7761.70843,8280.452527,8814.892247,9352.862786,9884.837102,10410.54216,10929.27989,11461.55476,11998.09911,12536.30131
OECD ENV-Growth 2025,SSP3,1,Tanzania,TZA,USD_2010/yr,GDP|PPP [per capita],ANNUAL,3099.182723,3768.636707,4402.466602,4858.828753,5194.938595,5485.278205,5779.669285,6071.872676,6378.386804,6693.589394,7015.369764,7354.833093,7717.426212,8100.457693,8481.35796,8835.224933
OECD ENV-Growth 2025,SSP3,1,Tanzania,TZA,USD_2015/yr,GDP|PPP [per capita],ANNUAL,2978.184595,3621.501792,4230.585734,4669.130618,4992.118077,5271.122264,5554.019743,5834.814944,6129.362164,6432.258631,6741.476069,7067.686089,7416.122866,7784.200053,8150.229232,8490.280549
OECD ENV-Growth 2025,SSP3,1,Tanzania,TZA,USD_2017/yr,GDP|PPP [per capita],ANNUAL,2983.262107,3627.676097,4237.798467,4677.091027,5000.629148,5280.109009,5563.488801,5844.76273,6139.812124,6443.225,6752.969623,7079.735799,7428.766627,7797.471349,8164.124572,8504.755643
