Model,Scenario,version,Region,Country code,Unit,Variable,Type,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD ENV-Growth 2025,SSP2,1,Armenia,ARM,USD_2015/yr,GDP|PPP [per capita],ANNUAL,16717.88371,21208.49283,26027.90055,30542.95596,34572.5727,38258.75755,41906.38018,45824.47734,50076.63372,54277.87479,58027.12702,61663.8758,65360.3189,69232.26829,73305.23308,77585.83502
OECD ENV-Growth 2025,SSP2,1,Armenia,ARM,USD_2017/yr,GDP|PPP [per capita],ANNUAL,18982.25832,24081.10359,29553.282,34679.88473,39255.29794,43440.76269,47582.44211,52031.23084,56859.32584,61629.60925,65886.68362,70016.01637,74213.12883,78609.51923,83234.15181,88094.54523
OECD ENV-Growth 2025,SSP2,1,Aruba,ABW,USD_2010/yr,GDP|PPP [per capita],ANNUAL,41107.66664,42738.12942,45125.08589,47687.06144,50497.22517,53793.21654,57627.71984,62041.99906,66990.35029,72166.4465,77667.24337,83628.69683,90135.81236,97242.70977,104970.8641,113329.3635
OECD ENV-Growth 2025,SSP2,1,Aruba,ABW,USD_2015/yr,GDP|PPP [per capita],ANNUAL,41361.76992,43002.31125,45404.02247,47981.83465,50809.36915,54125.73438,57983.94031,62425.506,67404.44501,72612.53678,78147.33632,84145.63996,90692.97863,97843.80668,105619.7318,114029.8986
OECD ENV-Growth 2025,SSP2,1,Aruba,ABW,USD_2017/yr,GDP|PPP [per capita],ANNUAL,42301.19485,43978.99681,46435.25665,49071.61712,51963.37171,55355.05955,59300.89458,63843.33887,68935.36152,74261.74154,79922.24964,86056.78913,92752.83356,100066.074,108018.6091,116619.7909
OECD ENV-Growth 2025,SSP2,1,Australia,AUS,USD_2010/yr,GDP|PPP [per capita],ANNUAL,48635.86039,53434.05414,58527.39773,63920.10044,69587.91979,75189.17389,80746.28442,86459.46885,92443.31973,98484.21523,104479.6873,110410.9315,116335.4607,122298.3356,128279.4024,134192.722
OECD ENV-Growth 2025,SSP2,1,Australia,AUS,USD_2015/yr,GDP|PPP [per capita],ANNUAL,52086.2088,57224.79831,62679.47631,68454.7507,74524.6592,80523.28014,86474.62585,92593.11774,99001.47782,105470.9294,111891.7351,118243.7565,124588.5864,130974.4824,137379.861,143712.6861
OECD ENV-Growth 2025,SSP2,1,Australia,AUS,USD_2017/yr,GDP|PPP [per capita],ANNUAL,54339.61844,59700.51914,65391.18329,71416.31382,77748.82523,84006.96497,90215.78421,96598.98087,103284.5863,110033.9263,116732.5158,123359.3452,129978.672,136640.8415,143323.3364,149930.139
OECD ENV-Growth 2025,SSP2,1,Austria,AUT,USD_2010/yr,GDP|PPP [per capita],ANNUAL,46126.58719,50401.66774,53570.20752,56746.05993,59893.89432,62894.29741,65935.07695,69160.3476,72616.12087,76084.14802,79501.81027,82828.96203,86071.24689,89226.13199,92293.81921,95252.27386
OECD ENV-Growth 2025,SSP2,1,Austria,AUT,USD_2015/yr,GDP|PPP [per capita],ANNUAL,53629.70439,58600.18497,62284.13088,65976.5789,69636.4514,73124.91089,76660.3146,80410.21942,84428.12125,88460.27021,92433.86174,96302.22001,100071.9066,103739.9767,107306.665,110746.3526
OECD ENV-Growth 2025,SSP2,1,Austria,AUT,USD_2017/yr,GDP|PPP [per capita],ANNUAL,56849.54915,62118.44972,66023.57406,69937.71098,73817.31657,77515.21779,81262.8817,85237.92502,89497.05547,93771.28844,97983.44829,102084.0568,106080.0696,109968.365,113749.1918,117395.3929
OECD ENV-Growth 2025,SSP2,1,Azerbaijan,AZE,USD_2010/yr,GDP|PPP [per capita],ANNUAL,16359.28773,18075.6157,19617.41981,21217.97492,23206.07372,25713.71817,28645.34974,31991.11495,35736.58381,39860.28227,44374.54936,49315.55244,54720.97875,60594.82715,66861.07879,73512.21841
OECD ENV-Growth 2025,SSP2,1,Azerbaijan,AZE,USD_2015/yr,GDP|PPP [per capita],ANNUAL,15808.61285,17467.16699,18957.07196,20503.75032,22424.92712,24848.161,27681.11004,30914.25245,34533.64396,38518.53338,42880.84436,47655.52686,52878.99949,58555.12653,64610.44799,71037.70161
OECD ENV-Growth 2025,SSP2,1,Azerbaijan,AZE,USD_2017/yr,GDP|PPP [per capita],ANNUAL,15723.23568,17372.83251,18854.69099,20393.01624,22303.8174,24713.96418,27531.61338,30747.29464,34347.13899,38310.50732,42649.25889,47398.15488,52593.41724,58238.88936,64261.508,70654.05012
OECD ENV-Growth 2025,SSP2,1,Bahamas,BHS,USD_2010/yr,GDP|PPP [per capita],ANNUAL,31362.93138,33169.24545,35181.63607,37260.91063,39574.7255,42208.61081,45180.9581,48491.25767,52141.43368,56103.89985,60365.81688,64957.50892,69918.43086,75234.69442,80919.9439,86970.12926
OECD ENV-Growth 2025,SSP2,1,Bahamas,BHS,USD_2015/yr,GDP|PPP [per capita],ANNUAL,34441.8791,36425.52183,38635.47196,40918.87214,43459.83781,46352.29574,49616.44297,53251.71981,57260.23927,61611.70689,66292.02294,71334.48853,76782.43188,82620.6013,88863.98056,95508.12203
OECD ENV-Growth 2025,SSP2,1,Bahamas,BHS,USD_2017/yr,GDP|PPP [per capita],ANNUAL,36916.06779,39042.20875,41410.91425,43858.34622,46581.84632,49682.08868,53180.72128,57077.14416,61373.62217,66037.68459,71054.21879,76458.91814,82298.22341,88555.78728,95247.66989,102369.1041
OECD ENV-Growth 2025,SSP2,1,Bahrain,BHR,USD_2010/yr,GDP|PPP [per capita],ANNUAL,54258.24458,58051.71415,62438.89106,65813.82111,68628.50212,71321.80458,74578.99948,78535.97249,83270.57478,88018.80581,92922.91674,98038.58262,103401.0912,109076.5382,115099.6035,121497.3869
OECD ENV-Growth 2025,SSP2,1,Bahrain,BHR,USD_2015/yr,GDP|PPP [per capita],ANNUAL,48770.82399,52180.64011,56124.11883,59157.72452,61687.74209,64108.65676,67036.43447,70593.21807,74848.98522,79117.00276,83525.13526,88123.42704,92943.59701,98045.0563,103458.9775,109209.7195
OECD ENV-Growth 2025,SSP2,1,Bahrain,BHR,USD_2017/yr,GDP|PPP [per capita],ANNUAL,51588.04726,55194.82976,59366.10164,62574.94211,65251.10493,67811.86258,70908.76196,74671.00146,79172.60096,83687.15849,88349.92464,93213.83455,98312.43932,103708.582,109435.2357,115518.1666
OECD ENV-Growth 2025,SSP2,1,Bangladesh,BGD,USD_2010/yr,GDP|PPP [per capita],ANNUAL,6697.592934,9003.923225,11593.8074,14223.4308,17001.06431,19975.56325,23172.62535,26656.41605,30491.93007,34550.32534,38850.57738,43256.47605,47722.97169,52308.9427,57073.89431,61996.00375
OECD ENV-Growth 2025,SSP2,1,Bangladesh,BGD,USD_2015/yr,GDP|PPP [per capita],ANNUAL,7595.976295,10211.6668,13148.94576,16131.29438,19281.50647,22654.99059,26280.89144,30231.98131,34581.97299,39184.74217,44061.80962,49058.69466,54124.30484,59325.41627,64729.51589,70311.85376
OECD ENV-Growth 2025,SSP2,1,Bangladesh,BGD,USD_2017/yr,GDP|PPP [per capita],ANNUAL,7813.45603,10504.03614,13525.41208,16593.14806,19833.5536,23303.62365,27033.33735,31097.55054,35572.08645,40306.6371,45323.33945,50463.28987,55673.93309,61023.95709,66582.78102,72324.94631
OECD ENV-Growth 2025,SSP2,1,Barbados,BRB,USD_2010/yr,GDP|PPP [per capita],ANNUAL,17346.48194,19089.1847,21130.11949,23686.76984,26709.24658,30183.34437,34039.64747,38290.43052,42966.99847,47969.48644,53293.98881,58932.07659,64923.7262,71274.12429,78004.48034,85155.1355
OECD ENV-Growth 2025,SSP2,1,Barbados,BRB,USD_2015/yr,GDP|PPP [per capita],ANNUAL,16945.73808,18648.18037,20641.96485,23139.55066,26092.20119,29486.03928,33253.25287,37405.833,41974.3614,46861.28033,52062.77438,57570.60929,63423.83793,69627.52713,76202.39639,83187.85487
OECD ENV-Growth 2025,SSP2,1,Barbados,BRB,USD_2017/yr,GDP|PPP [per capita],ANNUAL,16785.78632,18472.15916,20447.1242,22921.13516,25845.91547,29207.71893,32939.37358,37052.75727,41578.16308,46418.95412,51571.35097,57027.19713,62825.17682,68970.30906,75483.11776,82402.64011
OECD ENV-Growth 2025,SSP2,1,Belarus,BLR,USD_2010/yr,GDP|PPP [per capita],ANNUAL,17368.73841,18407.11264,19739.75788,21186.42075,22736.44797,24449.38281,26514.31698,29007.43174,31924.40864,35106.39268,38489.62705,42117.5357,46075.12361,50445.79099,55249.30574,60466.81413
OECD ENV-Growth 2025,SSP2,1,Belarus,BLR,USD_2015/yr,GDP|PPP [per capita],ANNUAL,19323.72474,20478.97605,21961.62086,23571.11687,25295.61168,27201.35064,29498.70917,32272.44335,35517.74865,39057.88969,42821.93336,46858.19129,51261.23643,56123.85635,61468.04398,67272.82344
OECD ENV-Growth 2025,SSP2,1,Belarus,BLR,USD_2017/yr,GDP|PPP [per capita],ANNUAL,19604.56007,20776.60086,22280.79323,23913.68034,25663.23756,27596.67298,29927.41946,32741.46484,36033.93477,39625.52534,43444.27256,47539.19018,52006.22562,56939.51491,62361.37061,68250.51203
OECD ENV-Growth 2025,SSP2,1,Belgium,BEL,USD_2010/yr,GDP|PPP [per capita],ANNUAL,46065.85622,49442.90226,52247.04978,54689.13473,56899.45846,59027.71075,61322.71701,63898.04579,66699.01482,69439.38358,72064.1992,74614.64672,77164.89164,79752.51746,82342.29676,84860.79554
OECD ENV-Growth 2025,SSP2,1,Belgium,BEL,USD_2015/yr,GDP|PPP [per capita],ANNUAL,51820.45484,55619.36527,58773.81005,61520.96301,64007.40287,66401.51883,68983.21986,71880.26161,75031.13084,78113.82955,81066.54009,83935.59238,86804.41678,89715.29173,92628.58917,95461.70165
OECD ENV-Growth 2025,SSP2,1,Belgium,BEL,USD_2017/yr,GDP|PPP [per capita],ANNUAL,55471.89214,59538.48612,62915.20331,65855.92958,68517.57205,71080.38519,73844.00124,76945.17794,80318.06765,83617.9833,86778.7514,89849.96642,92920.93749,96036.92213,99155.49995,102188.2427
OECD ENV-Growth 2025,SSP2,1,Belize,BLZ,USD_2010/yr,GDP|PPP [per capita],ANNUAL,10961.08033,11698.27942,13128.96279,15081.87838,17534.7699,20495.66048,23989.61685,28089.85882,32877.58144,38290.60073,44344.62566,50959.9783,58125.99821,65849.71209,74156.24126,83071.84298
OECD ENV-Growth 2025,SSP2,1,Belize,BLZ,USD_2015/yr,GDP|PPP [per capita],ANNUAL,10160.26281,10843.60207,12169.75958,13979.99498,16253.67803,18998.24567,22236.93327,26037.6112,30475.54237,35493.08598,41104.8033,47236.83768,53879.30754,61038.72618,68738.37958,77002.60663
OECD ENV-Growth 2025,SSP2,1,Belize,BLZ,USD_2017/yr,GDP|PPP [per capita],ANNUAL,10241.55,10930.35631,12267.12374,14091.84193,16383.71558,19150.24113,22414.83986,26245.92511,30719.36195,35777.04842,41433.66228,47614.756,54310.36893,61527.06651,69288.32099,77618.66598
OECD ENV-Growth 2025,SSP2,1,Benin,BEN,USD_2010/yr,GDP|PPP [per capita],ANNUAL,3336.307073,3987.263709,4862.409436,5798.593618,6851.661909,8069.324212,9508.025008,11225.15711,13241.9621,15591.32351,18292.51986,21407.27205,24950.47915,29000.7982,33544.85278,38592.70175
OECD ENV-Growth 2025,SSP2,1,Benin,BEN,USD_2015/yr,GDP|PPP [per capita],ANNUAL,3739.916059,4469.622026,5450.638307,6500.077156,7680.540143,9045.508865,10658.25616,12583.11793,14843.90544,17477.48031,20505.45327,23997.01189,27968.85767,32509.16314,37602.93369,43261.44503
OECD ENV-Growth 2025,SSP2,1,Benin,BEN,USD_2017/yr,GDP|PPP [per capita],ANNUAL,3816.525169,4561.178563,5562.290157,6633.2259,7837.869702,9230.798687,10876.58179,12840.87277,15147.97066,17835.49215,20925.49065,24488.57098,28541.77676,33175.08665,38373.19891,44147.62021
OECD ENV-Growth 2025,SSP2,1,Bhutan,BTN,USD_2010/yr,GDP|PPP [per capita],ANNUAL,9746.056243,11447.42785,13097.31187,14774.94852,16627.18352,18724.39626,21160.56567,23957.40203,27155.62741,30608.05057,34291.1576,38163.7559,42158.09705,46332.57284,50712.32983,55321.48447
OECD ENV-Growth 2025,SSP2,1,Bhutan,BTN,USD_2015/yr,GDP|PPP [per capita],ANNUAL,11481.98457,13486.39765,15430.15237,17406.60291,19588.75056,22059.51039,24929.6005,28224.5981,31992.47852,36059.83341,40398.96065,44961.33058,49667.1277,54585.14432,59745.00601,65175.12474
OECD ENV-Growth 2025,SSP2,1,Bhutan,BTN,USD_2017/yr,GDP|PPP [per capita],ANNUAL,12103.21858,14216.08063,16265.00241,18348.38902,20648.602,23253.04256,26278.4192,29751.693,33723.43499,38010.85455,42584.75073,47393.96818,52354.37296,57538.47939,62977.51595,68701.43183
OECD ENV-Growth 2025,SSP2,1,Bolivia,BOL,USD_2010/yr,GDP|PPP [per capita],ANNUAL,6594.784831,6945.347686,7590.349565,8631.677073,10035.83133,11820.49667,13998.0937,16574.85691,19548.17461,22884.50644,26590.92876,30713.08068,35277.57061,40298.68154,45754.1041,51645.23799
OECD ENV-Growth 2025,SSP2,1,Bolivia,BOL,USD_2015/yr,GDP|PPP [per capita],ANNUAL,7538.845026,7939.591844,8676.927381,9867.323565,11472.48607,13512.63078,16001.95636,18947.58977,22346.54545,26160.48165,30397.48774,35109.73617,40327.64442,46067.54014,52303.92029,59038.38496
OECD ENV-Growth 2025,SSP2,1,Bolivia,BOL,USD_2017/yr,GDP|PPP [per capita],ANNUAL,8438.451459,8887.019185,9712.340586,11044.78612,12841.49183,15125.08595,17911.46144,21208.59575,25013.14703,29282.19824,34024.80405,39299.36262,45139.92113,51564.75561,58545.31974,66083.40455
OECD ENV-Growth 2025,SSP2,1,Bosnia and Herzegovina,BIH,USD_2010/yr,GDP|PPP [per capita],ANNUAL,16102.76824,19424.89639,22650.96099,25357.85887,27682.23823,29747.40691,31665.78433,33561.68946,35473.05501,37248.79701,38990.61919,40673.66747,42351.09156,44083.55038,45926.82468,47911.83721
OECD ENV-Growth 2025,SSP2,1,Bosnia and Herzegovina,BIH,USD_2015/yr,GDP|PPP [per capita],ANNUAL,17499.83322,21110.18689,24616.14261,27557.88907,30083.92997,32328.27124,34413.08575,36473.4783,38550.67259,40480.47673,42373.4182,44202.48656,46025.44281,47908.20855,49911.40404,52068.63488
OECD ENV-Growth 2025,SSP2,1,Bosnia and Herzegovina,BIH,USD_2017/yr,GDP|PPP [per capita],ANNUAL,18529.20465,22351.92577,26064.10807,29178.89331,31853.52044,34229.87787,36437.3249,38618.91341,40818.29198,42861.61065,44865.89831,46802.55575,48732.74153,50726.25492,52847.28195,55131.40495
OECD ENV-Growth 2025,SSP2,1,Botswana,BWA,USD_2010/yr,GDP|PPP [per capita],ANNUAL,16499.10325,18749.18884,21145.80599,23389.35659,25655.24066,28159.0478,31026.69077,34238.35784,37724.56767,41444.12091,45451.33684,49860.3475,54684.29689,60001.36795,65740.92872,71946.41633
OECD ENV-Growth 2025,SSP2,1,Botswana,BWA,USD_2015/yr,GDP|PPP [per capita],ANNUAL,16523.54592,18776.9649,21177.13253,23424.00685,25693.24773,28200.76414,31072.65539,34289.0804,37780.45489,41505.51848,45518.67092,49934.21333,54765.30918,60090.25723,65838.3209,72053.00166
OECD ENV-Growth 2025,SSP2,1,Botswana,BWA,USD_2017/yr,GDP|PPP [per capita],ANNUAL,16845.39401,19142.70543,21589.62389,23880.26316,26193.70465,28750.06284,31677.89322,34956.96824,38516.34824,42313.96918,46405.2904,50906.8394,55832.03606,61260.70424,67120.72956,73456.4608
OECD ENV-Growth 2025,SSP2,1,Brazil,BRA,USD_2010/yr,GDP|PPP [per capita],ANNUAL,15402.68303,16391.90049,18356.79504,21057.18527,24478.17373,28544.05626,33223.80487,38452.03877,44296.46072,50647.05785,57546.95752,64920.05595,72756.64741,81047.96421,89760.98716,98865.62028
OECD ENV-Growth 2025,SSP2,1,Brazil,BRA,USD_2015/yr,GDP|PPP [per capita],ANNUAL,15674.09454,16680.74306,18680.26111,21428.23506,24909.50494,29047.03261,33809.24333,39129.60422,45077.01104,51539.51238,58560.99555,66064.01576,74038.69621,82476.11475,91342.67035,100607.7367
OECD ENV-Growth 2025,SSP2,1,Brazil,BRA,USD_2017/yr,GDP|PPP [per capita],ANNUAL,15999.26357,17026.79565,19067.79498,21872.77739,25426.26842,29649.63173,34510.63753,39941.37267,46012.16223,52608.73226,59775.88055,67434.55567,75574.67593,84187.13406,93237.63198,102694.908
OECD ENV-Growth 2025,SSP2,1,Brunei Darussalam,BRN,USD_2010/yr,GDP|PPP [per capita],ANNUAL,71470.6687,79976.4744,86954.61274,91043.68384,93419.68363,95016.49214,96499.85905,98195.30584,100330.072,102268.536,104311.1918,106442.848,108805.0976,111555.9148,114742.8988,118400.7304
OECD ENV-Growth 2025,SSP2,1,Brunei Darussalam,BRN,USD_2015/yr,GDP|PPP [per capita],ANNUAL,59751.35627,66862.43325,72696.34019,76114.91103,78101.30927,79436.28312,80676.41682,82093.85487,83878.57547,85499.18227,87206.89614,88989.01678,90963.91947,93263.67492,95928.07723,98986.1205
OECD ENV-Growth 2025,SSP2,1,Brunei Darussalam,BRN,USD_2017/yr,GDP|PPP [per capita],ANNUAL,60299.41768,67475.72007,73363.13775,76813.06498,78817.68319,80164.90191,81416.41057,82846.84989,84647.9406,86283.4122,88006.78985,89805.25676,91798.27398,94119.12363,96807.96483,99894.05759
OECD ENV-Growth 2025,SSP2,1,Bulgaria,BGR,USD_2010/yr,GDP|PPP [per capita],ANNUAL,23196.70483,27648.97859,31938.38365,35924.99031,39725.65067,43471.80556,47342.23222,51338.56537,55444.89689,59574.89849,63750.23829,67997.1165,72362.18766,76914.33789,81736.8616,86921.38855
OECD ENV-Growth 2025,SSP2,1,Bulgaria,BGR,USD_2015/yr,GDP|PPP [per capita],ANNUAL,25792.56595,30743.07792,35512.49511,39945.22881,44171.20761,48336.58144,52640.13384,57083.68249,61649.53904,66241.71449,70884.30179,75606.43311,80459.98393,85521.54918,90883.74445,96648.45346
OECD ENV-Growth 2025,SSP2,1,Bulgaria,BGR,USD_2017/yr,GDP|PPP [per capita],ANNUAL,28138.50091,33539.28134,38742.49572,43578.40392,48188.75206,52732.98296,57427.96032,62275.66713,67256.80623,72266.65804,77331.50685,82483.13452,87778.1348,93300.06926,99149.9772,105439.0091
OECD ENV-Growth 2025,SSP2,1,Burkina Faso,BFA,USD_2010/yr,GDP|PPP [per capita],ANNUAL,2082.494085,2455.382082,3033.850509,3669.584113,4422.653546,5332.814903,6448.924502,7798.434798,9404.490076,11253.05608,13382.76911,15819.23595,18611.83123,21810.35746,25429.46875,29453.26039
OECD ENV-Growth 2025,SSP2,1,Burkina Faso,BFA,USD_2015/yr,GDP|PPP [per capita],ANNUAL,2117.520213,2496.679932,3084.877803,3731.304012,4497.039559,5422.509209,6557.391009,7929.599147,9562.667178,11442.3248,13607.85815,16085.3047,18924.86952,22177.19279,25857.17505,29948.64412
OECD ENV-Growth 2025,SSP2,1,Burkina Faso,BFA,USD_2017/yr,GDP|PPP [per capita],ANNUAL,2391.678297,2819.928315,3484.280926,4214.400773,5079.277092,6124.568495,7406.384911,8956.254614,10800.75808,12923.7774,15369.68516,18167.88992,21375.09687,25048.50264,29204.93698,33826.13385
OECD ENV-Growth 2025,SSP2,1,Burundi,BDI,USD_2010/yr,GDP|PPP [per capita],ANNUAL,606.9587511,714.7175657,851.8319894,1017.910062,1228.363804,1499.403215,1851.067534,2303.036045,2869.602754,3560.144316,4397.683906,5406.298187,6612.361816,8036.434091,9702.822157,11637.94774
OECD ENV-Growth 2025,SSP2,1,Burundi,BDI,USD_2015/yr,GDP|PPP [per capita],ANNUAL,789.9262804,930.1689567,1108.616481,1324.758737,1598.653695,1951.397854,2409.071274,2997.285554,3734.643624,4633.348728,5723.36437,7036.025118,8605.656258,10459.01468,12627.73492,15146.20352
OECD ENV-Growth 2025,SSP2,1,Burundi,BDI,USD_2017/yr,GDP|PPP [per capita],ANNUAL,774.4952373,911.9983025,1086.959892,1298.879855,1567.424333,1913.277709,2362.010576,2938.734213,3661.688149,4542.837239,5611.559656,6898.577853,8437.54658,10254.70004,12381.05478,14850.32563
OECD ENV-Growth 2025,SSP2,1,Cabo Verde,CPV,USD_2010/yr,GDP|PPP [per capita],ANNUAL,7512.431821,9083.131201,10777.5095,12362.19448,13915.16512,15483.6073,17168.09549,19016.72825,21102.60526,23365.95147,25771.74678,28255.08216,30827.09161,33515.05046,36342.13302,39306.20801
OECD ENV-Growth 2025,SSP2,1,Cabo Verde,CPV,USD_2015/yr,GDP|PPP [per capita],ANNUAL,7830.062802,9467.172472,11233.19029,12884.87689,14503.50824,16138.26527,17893.97483,19820.76909,21994.83847,24353.88058,26861.39463,29449.72721,32130.48305,34932.09072,37878.70435,40968.10254
OECD ENV-Growth 2025,SSP2,1,Cabo Verde,CPV,USD_2017/yr,GDP|PPP [per capita],ANNUAL,8393.609761,10148.54584,12041.66787,13812.23001,15547.35784,17299.77196,19181.84382,21247.31374,23577.8557,26106.6833,28794.66869,31569.28929,34442.98506,37446.23065,40604.91858,43916.66761
OECD ENV-Growth 2025,SSP2,1,Cambodia,KHM,USD_2010/yr,GDP|PPP [per capita],ANNUAL,4683.777571,6058.378863,7754.301596,9754.708016,12179.86192,15107.32165,18536.88811,22680.60637,27531.28336,32926.6215,38839.3723,45241.75148,52138.09824,59537.33107,67481.90332,75994.01051
OECD ENV-Growth 2025,SSP2,1,Cambodia,KHM,USD_2015/yr,GDP|PPP [per capita],ANNUAL,5012.53048,6483.614614,8298.573643,10439.38797,13034.76268,16167.69992,19837.98659,24272.55117,29463.69568,35237.73095,41565.49591,48417.25612,55797.65534,63716.23805,72218.43739,81328.00676
OECD ENV-Growth 2025,SSP2,1,Cambodia,KHM,USD_2017/yr,GDP|PPP [per capita],ANNUAL,5241.763272,6780.122951,8678.083595,10916.80154,13630.8678,16907.08036,20745.2164,25382.58225,30811.12792,36849.22109,43466.36708,50631.47164,58349.3909,66630.10584,75521.12733,85047.29507
OECD ENV-Growth 2025,SSP2,1,Cameroon,CMR,USD_2010/yr,GDP|PPP [per capita],ANNUAL,3489.407024,3943.261246,4637.925564,5458.419476,6441.313594,7621.376006,9037.230571,10739.67098,12765.10158,15120.38382,17872.2653,21033.81133,24668.70109,28786.87894,33402.06165,38536.54613
OECD ENV-Growth 2025,SSP2,1,Cameroon,CMR,USD_2015/yr,GDP|PPP [per capita],ANNUAL,3802.18139,4296.717013,5053.64784,5947.687046,7018.683263,8304.521032,9847.286275,11702.32559,13909.30646,16475.70535,19474.2528,22919.18525,26879.88979,31367.20212,36396.06853,41990.78455
OECD ENV-Growth 2025,SSP2,1,Cameroon,CMR,USD_2017/yr,GDP|PPP [per capita],ANNUAL,4000.081418,4520.357164,5316.685541,6257.258661,7383.999241,8736.763678,10359.82843,12311.42083,14633.27301,17333.25059,20487.86967,24112.10766,28278.96321,32999.836,38290.45027,44176.36608
OECD ENV-Growth 2025,SSP2,1,Canada,CAN,USD_2010/yr,GDP|PPP [per capita],ANNUAL,45839.39052,49858.90954,54398.1418,59462.91713,64681.20594,69708.86731,74753.19418,79781.50453,84951.62604,90101.28403,95111.8036,100005.1276,104871.8144,109775.0701,114704.0648,119566.0905
OECD ENV-Growth 2025,SSP2,1,Canada,CAN,USD_2015/yr,GDP|PPP [per capita],ANNUAL,48206.47111,52433.55234,57207.18407,62533.49716,68021.25094,73308.53356,78613.34225,83901.30736,89338.40655,94753.98551,100023.2412,105169.2494,110287.245,115443.6978,120627.2187,125740.3125
OECD ENV-Growth 2025,SSP2,1,Canada,CAN,USD_2017/yr,GDP|PPP [per capita],ANNUAL,51284.35283,55781.3243,60859.74236,66526.12934,72364.26465,77989.12913,83632.63869,89258.22924,95042.47578,100803.8281,106409.5146,111884.0847,117328.8534,122814.5349,128329.0127,133768.5668
OECD ENV-Growth 2025,SSP2,1,Central African Republic,CAF,USD_2010/yr,GDP|PPP [per capita],ANNUAL,645.3767826,691.0738207,819.8940795,995.3314298,1236.155465,1554.758742,1966.460541,2489.438518,3147.922103,3960.378237,4961.106481,6181.226868,7654.319467,9432.764061,11564.51912,14082.83383
OECD ENV-Growth 2025,SSP2,1,Central African Republic,CAF,USD_2015/yr,GDP|PPP [per capita],ANNUAL,746.1250195,798.9557136,947.8857971,1150.710256,1429.128759,1797.468437,2273.440026,2878.058853,3639.336747,4578.623479,5735.573033,7146.163515,8849.217102,10905.29046,13369.82873,16281.27157
OECD ENV-Growth 2025,SSP2,1,Central African Republic,CAF,USD_2017/yr,GDP|PPP [per capita],ANNUAL,808.4500508,865.6937784,1027.064233,1246.830947,1548.506199,1947.613887,2463.344153,3118.467771,3943.336439,4961.083313,6214.674737,7743.094127,9588.406539,11816.22703,14486.63218,17641.27256
OECD ENV-Growth 2025,SSP2,1,Chad,TCD,USD_2010/yr,GDP|PPP [per capita],ANNUAL,1538.998271,1604.730781,1908.638083,2282.260364,2742.577991,3313.639238,4020.709247,4889.694592,5946.157769,7214.827483,8710.410973,10462.53963,12483.8265,14839.64507,17580.3384,20757.85565
OECD ENV-Growth 2025,SSP2,1,Chad,TCD,USD_2015/yr,GDP|PPP [per capita],ANNUAL,1448.932543,1510.818235,1796.940181,2148.697225,2582.076003,3119.717428,3785.40807,4603.538388,5598.174904,6792.599141,8200.657636,9850.247686,11753.24419,13971.19482,16551.49646,19543.05807
OECD ENV-Growth 2025,SSP2,1,Chad,TCD,USD_2017/yr,GDP|PPP [per capita],ANNUAL,1470.316831,1533.115872,1823.460592,2180.409095,2620.183958,3165.760245,3841.275582,4671.480399,5680.796407,6892.848733,8321.68827,9995.624043,11926.7062,14177.39079,16795.7742,19831.48722
OECD ENV-Growth 2025,SSP2,1,Chile,CHL,USD_2010/yr,GDP|PPP [per capita],ANNUAL,22985.14184,24286.62396,26477.92482,29110.17653,32166.6462,35542.17466,39142.95986,42965.35811,47180.69681,51753.30849,56527.26842,61393.74505,66304.75073,71212.76271,76045.36447,80708.2682
OECD ENV-Growth 2025,SSP2,1,Chile,CHL,USD_2015/yr,GDP|PPP [per capita],ANNUAL,25006.85463,26422.81171,28806.85365,31670.63131,34995.94004,38668.37112,42585.87195,46744.47833,51330.58716,56305.39377,61499.2587,66793.77785,72136.74271,77476.45054,82734.11528,87807.1558
OECD ENV-Growth 2025,SSP2,1,Chile,CHL,USD_2017/yr,GDP|PPP [per capita],ANNUAL,26950.06189,28476.04872,31045.34737,34131.66056,37715.36901,41673.17363,45895.09164,50376.85078,55319.3323,60680.71612,66278.18063,71984.1209,77742.27145,83496.91188,89163.13389,94630.38509
OECD ENV-Growth 2025,SSP2,1,China,CHN,USD_2010/yr,GDP|PPP [per capita],ANNUAL,21528.70175,26057.1118,30407.6521,34202.04761,38187.01208,42432.13201,46855.31941,51782.69904,57121.9312,62366.51641,67395.04375,72385.25021,77448.9848,82605.19449,87790.42354,92944.68477
OECD ENV-Growth 2025,SSP2,1,China,CHN,USD_2015/yr,GDP|PPP [per capita],ANNUAL,21134.83804,25580.40164,29851.34959,33576.32732,37488.38759,41655.84381,45998.1098,50835.34391,56076.89578,61225.53225,66162.06359,71060.97512,76032.0696,81093.94737,86184.31359,91244.27854
OECD ENV-Growth 2025,SSP2,1,China,CHN,USD_2017/yr,GDP|PPP [per capita],ANNUAL,20667.66612,25014.96341,29191.50481,32834.14433,36659.73103,40735.06833,44981.35134,49711.66151,54837.35227,59872.18146,64699.59396,69490.21823,74351.42988,79301.41811,84279.26508,89227.38278
OECD ENV-Growth 2025,SSP2,1,Colombia,COL,USD_2010/yr,GDP|PPP [per capita],ANNUAL,14728.5385,16445.6446,18952.85295,22205.38769,26026.26528,30259.09478,34854.25294,39775.68829,45062.13589,50672.38446,56575.65912,62668.68049,68918.25772,75323.37521,81838.27088,88407.40863
